2.333064	2.333064	db,4/4,1
3.131006	3.131006	b
3.956994	3.956994	b
4.732901	4.732901	b
5.518157	5.518157	db
6.2700260000000005	6.2700260000000005	b
7.061958	7.061958	b
7.839200999999999	7.839200999999999	b
8.616444	8.616444	db
9.393688	9.393688	b
10.20632	10.20632	b
10.957521	10.957521	b
11.800202	11.800202	db
12.530703	12.530703	b
13.360029	13.360029	b
14.312219	14.312219	b
15.264408	15.264408	db
16.084386	16.084386	b
16.884999	16.884999	b
17.688284	17.688284	b
18.500249	18.500249	db
19.318891	19.318891	b
20.192288	20.192288	b
21.239295	21.239295	b
22.015202	22.015202	db
22.755052	22.755052	b
23.622439	23.622439	b
24.427059	24.427059	b
25.292442	25.292442	db
26.104408	26.104408	b
26.930395	26.930395	b
27.668242	27.668242	b
28.478203000000004	28.478203000000004	db
29.220056	29.220056	b
30.05873	30.05873	b
30.930124	30.930124	b
31.73608	31.73608	db
32.554721	32.554721	b
33.396066999999995	33.396066999999995	b
34.420372	34.420372	b
35.312465	35.312465	db
36.116417	36.116417	b
36.91102100000001	36.91102100000001	b
37.726992	37.726992	b
38.611073	38.611073	db
39.447076	39.447076	b
40.436658	40.436658	b
41.29069000000001	41.29069000000001	b
42.146058	42.146058	db
42.984732	42.984732	b
43.83142	43.83142	b
44.628695	44.628695	b
45.432647	45.432647	db
46.272657	46.272657	b
47.180107	47.180107	b
48.159674	48.159674	b
49.065122	49.065122	db
49.862397	49.862397	b
50.702406	50.702406	b
51.493672	51.493672	b
52.34303	52.34303	db
53.16434399999999	53.16434399999999	b
54.072462	54.072462	b
54.909133	54.909133	b
55.73311700000001	55.73311700000001	db
56.547086	56.547086	b
57.379082	57.379082	b
58.197057	58.197057	b
58.995668	58.995668	db
59.81698100000001	59.81698100000001	b
60.674352	60.674352	b
61.630547	61.630547	b
62.465215	62.465215	db
63.309899	63.309899	b
64.195983	64.195983	b
65.017296	65.017296	b
65.845287	65.845287	db
66.61652	66.61652	b
67.41179100000001	67.41179100000001	b
68.219082	68.219082	b
69.02637299999999	69.02637299999999	db
69.84701899999999	69.84701899999999	b
70.679016	70.679016	b
71.460933	71.460933	b
72.316969	72.316969	db
73.07818499999998	73.07818499999998	b
73.938227	73.938227	b
74.89609200000002	74.89609200000002	b
75.853957	75.853957	db
76.677274	76.677274	b
77.497919	77.497919	b
78.3199	78.3199	b
79.12118199999998	79.12118199999998	db
79.95184300000003	79.95184300000003	b
80.809214	80.809214	b
81.812151	81.812151	b
82.594735	82.594735	db
83.367972	83.367972	b
84.230685	84.230685	b
85.037308	85.037308	b
85.88266	85.88266	db
