0.9921875	0.9921875	db,6/8,-3
1.5625	1.5625	b
1.885417	1.885417	db
2.307292	2.307292	b
2.723958	2.723958	db
3.160156	3.160156	b
3.6132809999999997	3.6132809999999997	db
4.023438	4.023438	b
4.5078125	4.5078125	db
4.929688	4.929688	b
5.361979	5.361979	db
5.778646	5.778646	b
6.182943	6.182943	db
6.597656	6.597656	b
6.984375	6.984375	db
7.3971350000000005	7.3971350000000005	b
7.8125	7.8125	db
8.214844	8.214844	b
8.611979	8.611979	db
9.011719	9.011719	b
9.451823	9.451823	db
9.855469	9.855469	b
10.261719	10.261719	db
10.676432	10.676432	b
11.1230465	11.1230465	db
11.5429685	11.5429685	b
11.973958	11.973958	db
12.390625	12.390625	b
12.803385	12.803385	db
13.214844	13.214844	b
13.640625	13.640625	db
14.074219	14.074219	b
14.525391	14.525391	db
14.946615	14.946615	b
15.363281	15.363281	db
15.768880499999998	15.768880499999998	b
16.1966145	16.1966145	db
16.584635499999994	16.584635499999994	b
16.977213499999998	16.977213499999998	db
17.3821615	17.3821615	b
17.78125	17.78125	db
18.1875	18.1875	b
18.576823	18.576823	db
18.9440105	18.9440105	b
19.341145500000003	19.341145500000003	db
19.71875	19.71875	b
20.118489999999998	20.118489999999998	db
20.511719	20.511719	b
21.023438	21.023438	db
21.4938155	21.4938155	b
21.964193	21.964193	db
22.410482000000002	22.410482000000002	b
22.856771	22.856771	db
23.283854	23.283854	b
23.723958	23.723958	db
24.1715495	24.1715495	b
24.619141	24.619141	db
25.114258	25.114258	b
25.609375	25.609375	db
26.07194	26.07194	b
26.53450500000001	26.53450500000001	db
26.9667965	26.9667965	b
27.41276	27.41276	db
27.853515500000004	27.853515500000004	b
28.294271000000002	28.294271000000002	db
28.770833500000002	28.770833500000002	b
29.247396000000002	29.247396000000002	db
29.717448	29.717448	b
30.1875	30.1875	db
30.641276	30.641276	b
31.1119795	31.1119795	db
31.561198	31.561198	b
32.018229	32.018229	db
32.500651000000005	32.500651000000005	b
32.9238285	32.9238285	db
33.3789065	33.3789065	b
33.796875	33.796875	db
34.196615	34.196615	b
34.601562	34.601562	db
34.988281	34.988281	b
35.38346350000001	35.38346350000001	db
35.8125	35.8125	b
36.265625	36.265625	db
36.71549450000001	36.71549450000001	b
37.1367185	37.1367185	db
37.5625	37.5625	b
37.976562	37.976562	db
38.419271	38.419271	b
38.845703	38.845703	db
39.2591145	39.2591145	b
39.6744795	39.6744795	db
40.0872395	40.0872395	b
40.48502600000001	40.48502600000001	db
40.89713550000001	40.89713550000001	b
41.329427	41.329427	db
41.723958	41.723958	b
42.1972655	42.1972655	db
42.580729	42.580729	b
42.985677	42.985677	db
43.411458	43.411458	b
43.79557300000001	43.79557300000001	db
44.221354	44.221354	b
44.619792	44.619792	db
45.03125	45.03125	b
45.432943	45.432943	db
45.839844	45.839844	b
46.238281	46.238281	db
46.6516925	46.6516925	b
47.07877600000001	47.07877600000001	db
47.4915365	47.4915365	b
47.878906	47.878906	db
48.285807500000004	48.285807500000004	b
48.676432500000004	48.676432500000004	db
49.092448	49.092448	b
49.49088550000001	49.49088550000001	db
49.8990885	49.8990885	b
50.3684895	50.3684895	db
50.902995000000004	50.902995000000004	b
51.3977865	51.3977865	db
51.857422	51.857422	b
52.348958	52.348958	db
52.83463550000001	52.83463550000001	b
53.298828	53.298828	db
53.76237	53.76237	b
54.2317705	54.2317705	db
54.70182300000001	54.70182300000001	b
55.16862	55.16862	db
55.639974	55.639974	b
56.12109399999999	56.12109399999999	db
56.620443	56.620443	b
57.09440099999999	57.09440099999999	db
57.501302	57.501302	b
57.9778645	57.9778645	db
58.486328	58.486328	b
58.921224	58.921224	db
59.372395999999995	59.372395999999995	b
59.79296899999999	59.79296899999999	db
60.242188	60.242188	b
60.6875	60.6875	db
61.106770999999995	61.106770999999995	b
61.5377605	61.5377605	db
61.973957999999996	61.973957999999996	b
62.38346350000001	62.38346350000001	db
62.821615	62.821615	b
63.23763	63.23763	db
63.651042000000004	63.651042000000004	b
64.098958	64.098958	db
64.529948	64.529948	b
64.9375	64.9375	db
65.371094	65.371094	b
65.764323	65.764323	db
66.200521	66.200521	b
66.621094	66.621094	db
67.041667	67.041667	b
67.455729	67.455729	db
67.861979	67.861979	b
68.304688	68.304688	db
68.74349000000001	68.74349000000001	b
69.152344	69.152344	db
69.561198	69.561198	b
70.042969	70.042969	db
70.98958350000002	70.98958350000002	b
71.486328	71.486328	db
71.970703	71.970703	b
72.455729	72.455729	db
72.9602865	72.9602865	b
73.4140625	73.4140625	db
73.8964845	73.8964845	b
74.369792	74.369792	db
74.901042	74.901042	b
75.356771	75.356771	db
75.791667	75.791667	b
76.236328	76.236328	db
76.675781	76.675781	b
77.11849000000002	77.11849000000002	db
77.542969	77.542969	b
78.001302	78.001302	db
78.486328	78.486328	b
78.9140625	78.9140625	db
79.3834635	79.3834635	b
79.83724000000002	79.83724000000002	db
80.27539100000001	80.27539100000001	b
80.719401	80.719401	db
81.18099000000002	81.18099000000002	b
81.65169250000002	81.65169250000002	db
82.094401	82.094401	b
82.50650999999998	82.50650999999998	db
82.93880200000002	82.93880200000002	b
83.36458350000002	83.36458350000002	db
83.789062	83.789062	b
84.2265625	84.2265625	db
84.66080749999998	84.66080749999998	b
85.18424449999998	85.18424449999998	db
85.66308575	85.66308575	b
86.141927	86.141927	db
86.58724000000002	86.58724000000002	b
86.969401	86.969401	db
87.408854	87.408854	b
87.864583	87.864583	db
88.319661	88.319661	b
88.845052	88.845052	db
89.3242185	89.3242185	b
89.780599	89.780599	db
90.250651	90.250651	b
90.7207035	90.7207035	db
91.184896	91.184896	b
91.6523435	91.6523435	db
92.121745	92.121745	b
92.905599	92.905599	db
93.385417	93.385417	b
93.861328	93.861328	db
94.341146	94.341146	b
94.816406	94.816406	db
95.285156	95.285156	b
95.7727865	95.7727865	db
96.25162775	96.25162775	b
96.730469	96.730469	db
97.223958	97.223958	b
97.69400999999999	97.69400999999999	db
98.171875	98.171875	b
98.645833	98.645833	db
99.1953125	99.1953125	b
99.690104	99.690104	db
100.16536500000001	100.16536500000001	b
100.641927	100.641927	db
101.157552	101.157552	b
101.65625	101.65625	db
102.16275999999999	102.16275999999999	b
102.627604	102.627604	db
103.140625	103.140625	b
103.644531	103.644531	db
104.123698	104.123698	b
104.60025999999999	104.60025999999999	db
105.11783899999999	105.11783899999999	b
105.640625	105.640625	db
106.128906	106.128906	b
106.60416699999999	106.60416699999999	db
107.1647135	107.1647135	b
107.699219	107.699219	db
108.200521	108.200521	b
108.67968799999998	108.67968799999998	db
109.1816405	109.1816405	b
109.690104	109.690104	db
110.200521	110.200521	b
110.68229199999999	110.68229199999999	db
111.217448	111.217448	b
111.72916699999999	111.72916699999999	db
112.233073	112.233073	b
112.735677	112.735677	db
113.2910155	113.2910155	b
113.782552	113.782552	db
114.303385	114.303385	b
114.782552	114.782552	db
115.2740885	115.2740885	b
115.765625	115.765625	db
116.222005	116.222005	b
116.678385	116.678385	db
117.111979	117.111979	b
117.545573	117.545573	db
118.00846375	118.00846375	b
118.47135449999999	118.47135449999999	db
118.92024775	118.92024775	b
119.36914099999998	119.36914099999998	db
119.81868500000002	119.81868500000002	b
120.268229	120.268229	db
120.733073	120.733073	b
121.173177	121.173177	db
121.59375	121.59375	b
